,Dem,T_DryBulb,T_DewPnt,fest,dlf,dfnl,D_cf,med,des,der,med_d,des_d,d_s,d,j,l,m,s,v,w,d_cf,j_cf,l_cf,m_cf,s_cf,v_cf,w_cf
2015-10-10 10:00:00,0.5177785162415884,52,37,0,0,0,s_cf,0.5560381324250229,0.04679655667475761,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 11:00:00,0.5130431170557448,54,36,0,0,0,s_cf,0.5548522056990944,0.0479515860271101,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 12:00:00,0.5056077095621833,55,36,0,0,0,s_cf,0.5492255130015785,0.04881649569773368,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 13:00:00,0.49721691451358313,56,36,0,0,0,s_cf,0.5380488909196643,0.04944542129242767,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 14:00:00,0.4912353576472543,58,35,0,0,0,s_cf,0.5326000249231536,0.05007562218740557,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 15:00:00,0.492689208274487,59,35,0,0,0,s_cf,0.5440724432998255,0.052280329092710597,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 16:00:00,0.5047769377751932,59,34,0,0,0,s_cf,0.5817067790977818,0.061160589422599554,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 17:00:00,0.5243416133588104,59,35,0,0,0,s_cf,0.6146870898064302,0.07137414321992686,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 18:00:00,0.5531693943673673,56,36,0,0,0,s_cf,0.6116557281714713,0.06754020055123078,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 19:00:00,0.5580294093212594,51,40,0,0,0,s_cf,0.5941679820553294,0.05679773243016315,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 20:00:00,0.5412478192240592,50,39,0,0,0,s_cf,0.5757692531361635,0.04933173395468808,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 21:00:00,0.51428927473623,48,38,0,0,0,s_cf,0.5493063055578633,0.0479358243636352,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 22:00:00,0.47827531777020854,47,39,0,0,0,s_cf,0.5134585029492399,0.047784946521762024,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-10 23:00:00,0.4401844313367118,45,39,0,0,0,s_cf,0.4774445459832184,0.04783011671413567,,12.313325579463323,1.1074471597032634,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015-10-11 00:00:00,0.4112320345601063,45,39,0,0,0,d_cf,0.4503018193902135,0.048290503879190906,,12.414074540998588,1.176998709306865,d,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-10-11 01:00:00,0.39382736562266346,45,40,0,0,0,d_cf,0.43421907452022934,0.04826100585482921,,12.414074540998588,1.176998709306865,d,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-10-11 02:00:00,0.383525795463986,44,39,0,0,0,d_cf,0.4258657265099277,0.04861286533599154,,12.414074540998588,1.176998709306865,d,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2015-10-11 03:00:00,0.3789565506355404,44,39,0,0,0,d_cf,0.4215636578881781,0.049243957582605205,,12.414074540998588,1.176998709306865,d,1,0,0,0,0,0,0,1,0,0,0,0,0,0
